precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,windspeed_10m_max,windgusts_10m_max,sunshine_duration,shortwave_radiation_sum,et0_fao_evapotranspiration,precipitation_hours,rain_sum,snowfall_sum,weathercode,pressure_msl_mean,dewpoint_2m_mean,date
3.3,19.0,13.3,16.3,15.3,32.0,25198.12,12.31,2.21,11.0,3.3,0.0,55,1018.3,13.2,2021-05-26
6.7,21.5,12.4,17.0,15.3,32.8,36830.02,15.8,2.71,14.0,6.7,0.0,63,1016.6,14.8,2021-05-27
26.3,22.0,15.4,18.0,8.8,25.2,39852.39,16.3,2.88,20.0,26.3,0.0,63,1012.8,15.7,2021-05-28
0.6,18.9,14.1,16.2,24.3,48.6,28417.45,15.24,2.61,4.0,0.6,0.0,51,1010.6,13.0,2021-05-29
2.2,16.5,11.8,14.0,15.1,31.7,23255.62,12.47,2.19,12.0,2.2,0.0,51,1013.1,10.7,2021-05-30
0.1,15.4,10.2,12.5,18.5,37.4,47079.65,19.03,3.05,1.0,0.1,0.0,51,1017.0,7.1,2021-05-31
0.0,15.0,7.1,11.8,23.9,49.3,33080.95,18.94,3.28,0.0,0.0,0.0,3,1017.4,5.5,2021-06-01
0.0,18.0,10.8,13.7,26.6,52.6,9870.38,11.75,3.16,0.0,0.0,0.0,3,1017.7,6.4,2021-06-02
0.0,19.4,12.0,15.9,30.3,57.6,48446.43,22.19,4.57,0.0,0.0,0.0,3,1020.0,7.2,2021-06-03
0.0,21.5,13.1,17.1,17.1,35.6,52938.64,24.3,4.74,0.0,0.0,0.0,3,1020.9,8.4,2021-06-04
0.0,21.8,13.1,17.5,13.4,28.8,54866.96,20.29,4.07,0.0,0.0,0.0,3,1017.3,9.6,2021-06-05
0.6,21.5,12.7,16.8,13.7,35.6,20574.21,13.37,2.95,4.0,0.6,0.0,51,1013.4,10.6,2021-06-06
4.9,22.8,13.2,18.1,18.1,43.9,53770.18,22.69,4.07,7.0,4.9,0.0,63,1012.3,13.2,2021-06-07
2.3,23.0,14.2,18.4,16.0,40.3,53654.21,21.88,3.77,7.0,2.3,0.0,55,1011.8,14.9,2021-06-08
3.7,23.8,15.1,19.0,20.1,38.2,55979.11,23.98,4.25,7.0,3.7,0.0,63,1010.6,15.0,2021-06-09
2.4,20.8,14.4,17.8,17.2,33.5,49517.04,19.54,3.34,11.0,2.4,0.0,51,1009.9,14.6,2021-06-10
1.0,21.7,14.9,18.3,17.3,37.4,45175.19,21.45,3.85,10.0,1.0,0.0,51,1010.8,13.8,2021-06-11
0.2,23.7,13.3,19.1,11.6,30.6,56948.16,24.87,4.48,2.0,0.2,0.0,51,1011.0,14.3,2021-06-12
1.3,21.2,14.8,18.0,20.7,41.8,48882.11,24.52,4.37,4.0,1.3,0.0,53,1007.1,12.3,2021-06-13
2.6,24.8,14.8,19.1,17.6,37.4,49194.66,21.04,4.04,8.0,2.6,0.0,53,1012.1,14.4,2021-06-14
4.0,26.1,16.9,21.4,15.4,33.5,55984.64,23.33,4.5,9.0,4.0,0.0,61,1013.7,16.9,2021-06-15
0.0,25.7,18.0,22.1,19.9,41.4,57600.0,26.52,5.62,0.0,0.0,0.0,1,1013.4,14.8,2021-06-16
0.0,27.2,17.2,22.5,22.2,43.6,57600.0,25.27,5.81,0.0,0.0,0.0,3,1018.1,14.6,2021-06-17
1.7,27.2,16.7,22.5,21.9,43.6,57600.0,26.1,5.99,5.0,1.7,0.0,51,1020.4,14.1,2021-06-18
0.9,28.5,18.0,23.3,21.0,49.0,56065.94,24.28,5.58,4.0,0.9,0.0,51,1019.6,15.1,2021-06-19
0.0,29.9,19.8,24.7,24.5,47.5,50235.91,27.15,6.93,0.0,0.0,0.0,3,1016.1,14.2,2021-06-20
0.0,30.0,19.4,24.9,16.1,34.9,55723.14,26.15,6.15,0.0,0.0,0.0,3,1012.9,15.7,2021-06-21
0.0,31.8,20.2,26.3,21.5,43.2,57600.0,26.54,6.66,0.0,0.0,0.0,3,1013.3,16.4,2021-06-22
0.6,33.7,20.1,27.3,17.0,48.2,50400.0,25.89,6.64,1.0,0.6,0.0,53,1015.1,16.7,2021-06-23
0.6,34.6,21.7,27.9,19.1,42.1,47761.45,22.91,6.16,2.0,0.6,0.0,51,1016.4,16.8,2021-06-24
0.2,33.9,21.1,27.7,11.6,37.1,55041.36,24.37,5.75,1.0,0.2,0.0,51,1014.6,17.1,2021-06-25
6.4,33.3,21.6,26.4,14.4,37.8,48774.7,24.06,5.32,3.0,6.4,0.0,63,1011.5,18.1,2021-06-26
4.2,26.3,19.9,23.2,17.3,33.8,45177.11,17.28,3.76,8.0,4.2,0.0,63,1009.9,18.9,2021-06-27
1.0,25.9,18.2,21.7,24.8,48.6,55736.48,21.66,4.83,6.0,1.0,0.0,51,1012.2,15.1,2021-06-28
1.4,25.3,17.8,21.4,15.7,38.2,54514.2,21.69,4.45,3.0,1.4,0.0,53,1013.0,15.3,2021-06-29
0.0,28.4,15.5,22.8,12.2,26.3,57600.0,25.32,5.24,0.0,0.0,0.0,3,1011.7,14.6,2021-06-30
0.7,30.2,18.8,24.9,12.3,30.2,55811.7,24.05,5.32,5.0,0.7,0.0,51,1008.9,17.7,2021-07-01
0.5,27.2,19.9,23.7,12.6,31.7,56071.33,24.75,5.02,5.0,0.5,0.0,51,1007.1,17.4,2021-07-02
2.9,26.0,18.7,22.2,11.0,26.6,46118.17,17.72,3.59,7.0,2.9,0.0,53,1005.6,17.2,2021-07-03
2.4,27.0,17.6,22.5,12.1,25.2,53963.37,20.41,4.03,5.0,2.4,0.0,61,1006.7,18.5,2021-07-04
0.6,28.4,19.8,24.0,22.5,44.3,53965.12,23.05,5.18,4.0,0.6,0.0,51,1007.6,18.1,2021-07-05
5.7,27.7,19.9,23.2,15.8,36.4,36832.41,20.04,4.31,5.0,5.7,0.0,63,1011.5,18.3,2021-07-06
0.0,28.2,19.4,23.8,18.1,37.8,56154.64,27.49,5.84,0.0,0.0,0.0,3,1017.9,15.4,2021-07-07
0.0,29.9,18.0,24.9,10.2,24.8,57417.32,25.6,5.77,0.0,0.0,0.0,2,1023.4,14.6,2021-07-08
0.0,29.6,18.6,24.7,10.3,26.6,57363.44,28.29,6.19,0.0,0.0,0.0,0,1022.9,13.1,2021-07-09
0.0,31.4,17.4,25.6,10.8,22.3,57307.1,26.9,5.84,0.0,0.0,0.0,3,1018.6,13.8,2021-07-10
0.1,30.7,19.0,26.1,12.0,26.6,57248.43,23.43,5.51,1.0,0.1,0.0,51,1016.3,14.9,2021-07-11
6.3,27.9,20.8,24.6,13.3,29.9,36366.63,16.43,3.65,6.0,6.3,0.0,61,1015.6,18.9,2021-07-12
0.1,29.8,19.6,25.1,8.2,29.2,54947.02,24.86,5.1,1.0,0.1,0.0,51,1015.5,19.6,2021-07-13
0.0,31.5,20.1,26.6,9.0,22.7,55613.48,25.24,5.56,0.0,0.0,0.0,1,1016.1,18.6,2021-07-14
0.0,33.2,21.3,27.8,11.7,29.9,56167.52,26.08,6.21,0.0,0.0,0.0,1,1013.9,17.8,2021-07-15
0.0,32.8,22.8,28.0,12.2,28.1,55692.37,24.57,6.02,0.0,0.0,0.0,1,1012.7,17.4,2021-07-16
0.5,31.2,20.6,26.6,12.9,28.8,54052.29,23.23,5.2,4.0,0.5,0.0,51,1012.3,19.4,2021-07-17
0.0,31.9,22.6,27.4,11.7,31.7,53679.55,23.39,5.24,0.0,0.0,0.0,3,1010.1,19.6,2021-07-18
6.6,29.6,21.2,24.8,18.4,37.8,39215.56,18.98,3.84,8.0,6.6,0.0,61,1009.9,20.7,2021-07-19
0.8,27.7,20.0,23.5,15.2,27.0,34826.48,17.1,3.7,6.0,0.8,0.0,51,1009.7,19.2,2021-07-20
7.0,24.0,19.2,21.7,27.0,51.1,25849.93,14.85,3.58,10.0,7.0,0.0,61,1008.5,16.2,2021-07-21
0.0,23.1,16.5,20.0,23.4,46.1,48622.51,23.63,4.92,0.0,0.0,0.0,3,1013.4,12.0,2021-07-22
0.0,25.5,14.6,20.0,14.7,31.3,47498.43,24.52,4.95,0.0,0.0,0.0,3,1014.4,11.5,2021-07-23
0.1,26.0,16.9,21.4,9.8,21.2,51300.86,19.25,4.06,1.0,0.1,0.0,51,1015.3,13.5,2021-07-24
0.1,27.0,17.0,22.2,8.7,21.2,51596.37,21.78,4.5,1.0,0.1,0.0,51,1018.2,14.3,2021-07-25
0.0,27.8,17.4,23.2,12.8,27.0,51254.62,20.28,4.47,0.0,0.0,0.0,2,1019.9,15.5,2021-07-26
0.0,30.5,18.8,24.9,17.3,39.6,44993.16,23.41,5.55,0.0,0.0,0.0,3,1017.9,16.4,2021-07-27
6.7,30.0,20.5,24.9,12.8,31.7,50040.57,21.64,4.72,8.0,6.7,0.0,63,1013.4,18.2,2021-07-28
0.0,31.4,19.8,25.8,15.5,31.7,47682.06,22.3,5.19,0.0,0.0,0.0,3,1009.3,17.8,2021-07-29
0.0,29.0,20.1,24.6,15.4,32.8,50846.82,22.27,5.22,0.0,0.0,0.0,3,1009.5,15.9,2021-07-30
0.0,30.8,18.2,25.0,10.2,25.2,50483.71,22.98,5.13,0.0,0.0,0.0,2,1009.8,14.7,2021-07-31
1.6,29.2,20.7,24.6,12.9,37.4,50005.4,20.6,4.38,6.0,1.6,0.0,53,1009.4,19.0,2021-08-01
3.3,30.0,20.9,24.6,24.8,53.6,40306.02,18.84,4.81,7.0,3.3,0.0,61,1007.2,18.0,2021-08-02
0.7,25.0,16.0,20.6,14.9,31.7,50400.0,21.7,4.48,2.0,0.7,0.0,51,1014.0,13.0,2021-08-03
0.1,26.2,14.9,21.1,9.3,24.8,44446.37,20.93,4.24,1.0,0.1,0.0,51,1016.6,13.2,2021-08-04
1.9,27.2,18.2,22.5,13.5,29.5,47235.07,18.03,3.85,8.0,1.9,0.0,53,1011.8,17.1,2021-08-05
12.1,25.5,18.5,21.8,20.9,50.8,19889.7,12.56,2.72,14.0,12.1,0.0,63,1003.9,18.8,2021-08-06
0.0,23.0,16.4,19.2,17.5,38.2,39654.62,19.29,3.8,0.0,0.0,0.0,3,1008.8,13.6,2021-08-07
0.0,26.4,13.6,20.5,10.5,25.6,50400.0,24.83,4.71,0.0,0.0,0.0,0,1015.4,13.1,2021-08-08
0.0,28.9,14.8,23.0,15.5,27.4,50400.0,24.2,5.07,0.0,0.0,0.0,1,1016.8,14.8,2021-08-09
0.2,27.0,18.8,22.9,20.8,40.3,50400.0,19.88,4.33,2.0,0.2,0.0,51,1016.1,17.2,2021-08-10
0.0,28.7,17.5,23.3,18.6,38.2,50400.0,24.09,5.88,0.0,0.0,0.0,1,1013.2,13.2,2021-08-11
0.0,25.6,16.7,21.0,23.7,45.7,50320.75,22.37,5.3,0.0,0.0,0.0,2,1016.3,11.7,2021-08-12
0.0,25.5,14.4,20.3,16.2,34.2,48102.12,19.05,4.27,0.0,0.0,0.0,3,1022.0,11.4,2021-08-13
0.0,27.0,14.4,21.5,9.4,18.0,50400.0,23.04,4.39,0.0,0.0,0.0,2,1022.0,12.4,2021-08-14
0.0,29.4,15.6,23.0,8.9,24.1,50400.0,22.55,4.87,0.0,0.0,0.0,1,1016.9,13.4,2021-08-15
0.0,30.8,18.4,25.1,13.3,29.9,48123.74,20.55,5.15,0.0,0.0,0.0,3,1013.8,15.2,2021-08-16
0.0,32.5,20.7,26.6,22.3,44.6,50400.0,22.06,6.4,0.0,0.0,0.0,2,1010.6,15.1,2021-08-17
8.5,22.5,17.4,19.2,16.2,37.4,22864.86,11.74,2.11,15.0,8.5,0.0,61,1012.2,16.4,2021-08-18
2.1,22.5,14.9,18.4,15.2,30.2,36794.55,16.5,3.43,6.0,2.1,0.0,55,1012.8,12.3,2021-08-19
0.0,24.7,14.4,19.7,19.5,39.6,49102.18,20.87,4.47,0.0,0.0,0.0,3,1013.9,12.4,2021-08-20
0.0,25.9,15.1,20.4,15.0,32.0,50099.25,20.57,4.48,0.0,0.0,0.0,3,1015.4,12.4,2021-08-21
0.0,23.6,15.0,19.3,12.7,24.1,49736.95,17.96,3.45,0.0,0.0,0.0,3,1018.8,12.0,2021-08-22
0.0,24.2,13.3,19.5,6.9,18.7,40386.05,17.96,3.42,0.0,0.0,0.0,3,1019.5,12.0,2021-08-23
0.9,26.9,14.8,20.2,16.3,34.9,27285.62,13.28,3.24,2.0,0.9,0.0,53,1017.1,13.0,2021-08-24
12.7,21.5,15.4,18.4,13.5,33.5,28589.09,10.75,2.06,17.0,12.7,0.0,61,1013.1,15.1,2021-08-25
6.0,17.8,12.4,15.0,8.3,30.2,3682.34,6.81,1.25,15.0,6.0,0.0,55,1011.1,13.0,2021-08-26
0.1,21.5,13.2,16.7,13.0,27.0,35990.6,13.4,2.34,1.0,0.1,0.0,51,1011.6,12.6,2021-08-27
3.5,21.6,13.4,17.1,18.9,37.1,37580.0,18.08,3.26,5.0,3.5,0.0,61,1013.7,12.2,2021-08-28
1.8,24.6,12.6,18.2,15.6,31.3,25411.74,11.48,2.37,6.0,1.8,0.0,53,1013.0,14.3,2021-08-29
10.9,26.5,17.9,21.1,15.9,46.8,38386.48,14.0,2.85,8.0,10.9,0.0,63,1008.0,17.8,2021-08-30
1.4,21.8,13.9,18.3,18.7,36.4,44381.84,19.42,3.32,3.0,1.4,0.0,55,1010.2,14.0,2021-08-31
1.3,21.9,11.8,16.2,11.5,25.9,36296.93,13.6,2.36,1.0,1.3,0.0,61,1009.6,12.5,2021-09-01
0.4,14.7,11.8,13.7,31.7,59.0,36171.1,12.67,2.72,3.0,0.4,0.0,51,1011.7,7.8,2021-09-02
0.0,17.6,8.1,13.3,26.2,49.7,42052.89,15.33,3.19,0.0,0.0,0.0,3,1015.3,6.4,2021-09-03
0.2,15.7,9.6,13.4,19.2,35.6,41729.46,14.11,2.59,2.0,0.2,0.0,51,1014.7,7.3,2021-09-04
1.1,14.7,6.3,10.7,18.0,36.4,44301.13,16.92,2.49,7.0,1.1,0.0,51,1022.7,5.5,2021-09-05
0.0,14.8,5.7,10.7,9.2,22.3,24102.14,10.96,1.89,0.0,0.0,0.0,3,1027.6,4.7,2021-09-06
0.0,18.5,6.2,12.4,10.7,24.1,40317.26,17.13,2.93,0.0,0.0,0.0,3,1028.7,5.0,2021-09-07
0.0,21.6,9.9,14.6,13.8,29.5,43339.75,17.4,3.37,0.0,0.0,0.0,3,1026.1,7.3,2021-09-08
0.0,23.4,10.4,16.1,11.3,24.8,43383.72,18.89,3.36,0.0,0.0,0.0,0,1022.9,10.4,2021-09-09
0.0,23.9,10.2,17.3,7.6,13.0,43427.86,18.77,3.16,0.0,0.0,0.0,2,1019.9,10.7,2021-09-10
0.0,24.0,10.4,17.7,11.2,16.9,43200.0,17.94,3.23,0.0,0.0,0.0,3,1017.9,11.2,2021-09-11
0.0,24.5,11.6,18.0,10.7,22.0,43200.0,17.72,3.19,0.0,0.0,0.0,3,1015.3,12.2,2021-09-12
0.1,25.0,11.1,18.0,13.7,26.6,43200.13,16.74,3.25,1.0,0.1,0.0,51,1013.2,12.7,2021-09-13
0.0,21.5,14.0,17.2,16.3,33.5,43200.0,15.22,2.75,0.0,0.0,0.0,2,1015.8,12.9,2021-09-14
0.0,19.3,9.9,14.5,8.9,22.7,43200.0,18.04,2.91,0.0,0.0,0.0,3,1019.4,8.0,2021-09-15
0.0,20.6,10.6,15.6,11.2,19.4,43200.0,15.31,2.68,0.0,0.0,0.0,3,1018.7,8.6,2021-09-16
1.4,22.5,12.4,16.6,21.9,41.4,14891.1,8.45,2.26,7.0,1.4,0.0,53,1011.7,11.2,2021-09-17
4.7,20.3,13.3,16.7,21.2,43.2,15511.45,7.78,1.5,12.0,4.7,0.0,55,1004.8,14.1,2021-09-18
4.6,15.9,9.4,12.2,19.2,42.8,15373.35,6.42,1.07,14.0,4.6,0.0,61,1006.9,10.2,2021-09-19
2.4,12.1,8.6,10.0,24.8,45.0,2113.45,4.41,0.9,15.0,2.4,0.0,51,1008.6,7.8,2021-09-20
1.5,8.7,6.2,7.5,24.1,45.0,6370.39,4.49,0.94,12.0,1.5,0.0,51,1014.9,4.6,2021-09-21
0.6,8.6,6.3,7.2,18.2,33.5,0.0,3.86,0.84,6.0,0.6,0.0,51,1015.3,4.3,2021-09-22
0.9,8.8,6.0,7.4,13.9,28.1,1525.96,4.41,0.77,8.0,0.9,0.0,51,1014.4,5.0,2021-09-23
13.5,13.9,6.8,10.1,28.4,62.3,23099.17,7.07,1.23,21.0,13.5,0.0,61,1003.6,7.8,2021-09-24
1.0,15.9,9.2,12.5,22.8,41.4,3464.97,6.34,1.59,8.0,1.0,0.0,51,1010.7,8.8,2021-09-25
0.5,16.9,11.5,13.9,20.9,40.0,39367.58,10.69,1.96,3.0,0.5,0.0,51,1017.7,9.8,2021-09-26
0.0,12.6,7.4,10.2,15.7,30.2,30335.93,9.14,1.45,0.0,0.0,0.0,3,1023.2,6.6,2021-09-27
0.3,13.6,5.8,9.6,14.0,29.2,37241.88,11.35,1.59,3.0,0.3,0.0,51,1025.9,6.5,2021-09-28
0.0,11.5,6.2,8.8,14.1,30.2,22279.55,8.1,1.31,0.0,0.0,0.0,3,1031.5,5.3,2021-09-29
0.0,12.0,4.0,8.1,10.9,22.7,36925.07,11.2,1.54,0.0,0.0,0.0,3,1032.7,4.0,2021-09-30
0.0,14.9,2.2,8.0,11.5,25.9,39906.84,14.46,2.0,0.0,0.0,0.0,0,1032.6,3.7,2021-10-01
0.0,15.1,3.2,8.5,14.3,30.2,39517.03,14.13,2.01,0.0,0.0,0.0,0,1030.3,4.1,2021-10-02
0.0,15.2,3.4,8.6,12.3,26.6,39490.14,14.08,2.05,0.0,0.0,0.0,3,1029.4,3.5,2021-10-03
0.0,15.1,4.5,9.3,16.3,33.1,39099.07,13.05,2.01,0.0,0.0,0.0,3,1029.7,4.1,2021-10-04
0.0,14.6,5.2,9.5,17.2,35.6,39003.74,12.53,1.97,0.0,0.0,0.0,2,1032.5,4.6,2021-10-05
0.0,13.2,6.0,9.4,22.3,43.9,38908.13,12.72,2.32,0.0,0.0,0.0,2,1034.3,2.4,2021-10-06
0.0,11.2,2.1,6.3,18.0,36.7,38812.26,13.47,2.2,0.0,0.0,0.0,2,1036.3,-1.8,2021-10-07
0.0,11.6,1.7,6.2,18.7,37.8,38716.14,13.08,2.06,0.0,0.0,0.0,2,1036.7,-1.2,2021-10-08
0.0,11.4,1.5,5.8,15.8,33.5,38619.79,13.0,2.0,0.0,0.0,0.0,3,1035.0,-2.4,2021-10-09
0.0,13.4,-0.1,5.8,11.9,24.5,38523.23,12.53,1.79,0.0,0.0,0.0,3,1032.7,-0.8,2021-10-10
0.0,14.3,1.5,6.8,11.5,21.6,34826.48,12.22,1.7,0.0,0.0,0.0,3,1025.1,1.7,2021-10-11
0.1,14.1,3.3,8.1,11.2,19.8,15856.31,6.93,1.15,1.0,0.1,0.0,51,1014.3,4.0,2021-10-12
4.9,10.3,4.4,7.6,17.0,31.7,12120.39,5.9,0.89,8.0,4.9,0.0,53,1013.1,5.2,2021-10-13
0.3,10.9,4.3,7.1,17.9,36.0,36799.68,9.33,1.29,2.0,0.3,0.0,51,1019.1,3.6,2021-10-14
0.0,13.5,2.5,7.1,17.6,34.2,36852.43,11.45,1.75,0.0,0.0,0.0,1,1022.5,2.1,2021-10-15
0.0,14.1,3.6,8.8,14.5,29.5,29465.6,10.12,1.59,0.0,0.0,0.0,3,1018.3,4.2,2021-10-16
0.1,11.3,5.3,8.5,14.0,28.8,13000.48,6.23,1.24,1.0,0.1,0.0,51,1019.9,3.4,2021-10-17
0.2,11.0,5.7,7.7,19.1,35.6,3146.77,4.25,1.15,2.0,0.2,0.0,51,1019.7,2.7,2021-10-18
0.0,10.4,2.0,5.7,18.1,35.6,35878.49,10.98,1.44,0.0,0.0,0.0,3,1024.3,0.8,2021-10-19
0.0,14.4,-0.6,7.7,22.8,40.3,24483.96,7.48,1.8,0.0,0.0,0.0,3,1022.4,2.2,2021-10-20
0.0,16.8,9.8,13.1,22.4,39.2,30838.65,8.87,2.74,0.0,0.0,0.0,3,1009.7,5.0,2021-10-21
0.0,16.1,9.1,13.6,28.4,52.2,35205.39,9.6,2.85,0.0,0.0,0.0,3,1009.2,4.0,2021-10-22
0.3,11.8,5.1,8.7,28.1,53.6,35086.52,9.66,2.21,2.0,0.3,0.0,51,1015.6,0.2,2021-10-23
0.3,8.4,4.2,5.9,24.1,45.0,15033.24,5.7,1.34,3.0,0.3,0.0,51,1025.8,0.7,2021-10-24
0.0,7.7,-0.4,3.5,10.1,26.6,34851.75,9.61,1.14,0.0,0.0,0.0,1,1033.3,-2.0,2021-10-25
0.0,10.3,0.1,4.4,17.7,34.9,34736.11,9.6,1.53,0.0,0.0,0.0,2,1029.1,-1.7,2021-10-26
0.1,10.4,3.0,6.3,16.2,31.7,25263.93,6.69,0.98,1.0,0.1,0.0,51,1024.5,2.8,2021-10-27
0.4,13.9,4.3,9.0,17.8,31.0,6717.8,2.84,0.76,3.0,0.4,0.0,51,1024.3,6.1,2021-10-28
0.0,14.9,6.0,9.9,11.1,19.1,9952.37,4.6,0.72,0.0,0.0,0.0,3,1028.2,8.5,2021-10-29
0.0,11.9,6.5,8.1,17.1,32.0,13642.77,5.85,0.78,0.0,0.0,0.0,3,1030.1,6.5,2021-10-30
0.0,12.2,3.0,6.8,13.2,27.4,33095.9,8.65,1.09,0.0,0.0,0.0,0,1027.2,4.0,2021-10-31
0.0,11.1,2.2,6.0,13.8,27.4,32755.84,8.26,0.94,0.0,0.0,0.0,3,1020.4,4.1,2021-11-01
3.2,8.0,5.9,6.9,12.2,22.3,0.0,1.61,0.27,15.0,3.2,0.0,51,1011.8,6.4,2021-11-02
1.2,12.2,4.6,8.6,15.9,28.1,10865.11,3.22,0.49,6.0,1.2,0.0,51,1011.4,7.4,2021-11-03
0.0,12.8,2.8,7.9,22.9,43.9,21600.0,6.84,0.79,0.0,0.0,0.0,3,1019.6,6.5,2021-11-04
0.0,17.2,11.0,13.3,19.5,34.9,8411.62,4.4,0.8,0.0,0.0,0.0,3,1017.3,11.6,2021-11-05
3.9,11.6,5.5,8.6,22.3,41.4,27690.91,6.85,1.2,7.0,3.9,0.0,55,1023.2,4.3,2021-11-06
0.1,10.4,3.2,6.7,16.3,30.6,28506.96,7.0,1.15,1.0,0.1,0.0,51,1021.0,2.5,2021-11-07
0.0,10.3,5.1,7.6,24.9,46.8,21600.0,5.62,1.17,0.0,0.0,0.0,3,1014.2,3.1,2021-11-08
0.0,7.6,0.4,3.8,22.9,41.0,14727.04,4.15,0.92,0.0,0.0,0.0,3,1025.4,-0.9,2021-11-09
0.0,4.1,-4.1,-0.5,12.6,21.6,28198.74,5.59,0.65,0.0,0.0,0.0,3,1037.7,-4.8,2021-11-10
0.0,7.2,-0.9,2.3,19.6,39.2,27788.51,6.63,1.22,0.0,0.0,0.0,3,1029.1,-3.9,2021-11-11
0.0,7.9,0.9,4.1,15.5,34.9,10226.63,3.37,0.55,0.0,0.0,0.0,3,1021.5,1.5,2021-11-12
0.0,5.3,-1.1,2.2,12.3,22.0,5142.0,3.37,0.35,0.0,0.0,0.0,3,1026.6,1.7,2021-11-13
0.0,5.9,1.0,3.5,11.8,22.3,14.62,2.55,0.34,0.0,0.0,0.0,3,1027.6,2.5,2021-11-14
0.0,4.6,0.6,3.1,15.6,30.2,0.0,2.23,0.39,0.0,0.0,0.0,3,1033.4,1.3,2021-11-15
0.0,2.2,-3.4,-0.4,12.6,25.9,23813.19,5.4,0.64,0.0,0.0,0.0,3,1036.8,-4.6,2021-11-16
0.0,2.4,-4.9,-2.4,9.9,21.2,31086.75,6.45,0.56,0.0,0.0,0.0,0,1028.6,-5.4,2021-11-17
0.8,2.5,-4.6,-0.9,13.4,22.7,16333.57,3.69,0.43,5.0,0.8,0.0,51,1022.9,-3.5,2021-11-18
5.6,6.4,0.5,3.5,19.1,33.8,0.0,0.71,0.17,12.0,5.6,0.0,61,1013.5,2.9,2021-11-19
3.1,11.1,4.9,8.7,36.2,72.4,18784.18,3.83,1.22,9.0,3.1,0.0,53,1005.6,4.7,2021-11-20
0.1,10.2,4.1,8.2,28.5,50.0,185.05,1.96,1.0,1.0,0.1,0.0,51,1007.8,4.3,2021-11-21
0.1,8.7,1.9,5.7,18.0,34.6,3180.64,2.74,0.68,1.0,0.1,0.0,51,1013.2,1.8,2021-11-22
2.6,2.5,-2.6,0.5,12.9,24.5,22062.33,4.69,0.49,4.0,0.0,1.82,73,1020.3,-3.0,2021-11-23
0.0,3.5,-0.9,1.4,16.2,29.5,3189.53,2.04,0.39,0.0,0.0,0.0,3,1023.8,-1.0,2021-11-24
0.0,5.4,0.9,2.7,18.8,34.9,15835.22,3.44,0.65,0.0,0.0,0.0,3,1021.2,-0.9,2021-11-25
0.0,6.7,0.6,3.5,23.2,40.7,27840.05,4.36,0.63,0.0,0.0,0.0,3,1010.4,0.9,2021-11-26
4.8,10.6,4.8,7.6,27.6,49.3,14400.0,3.65,0.65,9.0,4.8,0.0,55,998.9,5.1,2021-11-27
0.0,7.2,0.2,4.0,16.6,28.8,8831.86,2.84,0.3,0.0,0.0,0.0,3,1003.3,3.1,2021-11-28
5.4,10.1,4.0,8.1,28.3,52.2,0.0,0.81,0.18,12.0,5.4,0.0,61,992.0,7.6,2021-11-29
0.0,3.2,-1.8,1.7,35.1,64.1,10800.0,2.38,0.8,0.0,0.0,0.0,3,995.3,-2.3,2021-11-30
1.3,3.0,-3.7,-0.5,21.8,40.0,10480.77,2.58,0.54,8.0,0.2,0.77,73,998.8,-3.9,2021-12-01
0.0,5.8,-3.5,1.3,22.0,38.5,4820.44,2.15,0.58,0.0,0.0,0.0,3,1002.6,-2.0,2021-12-02
2.2,4.2,-0.7,1.2,19.7,35.3,0.0,1.29,0.2,7.0,0.8,0.98,73,1004.2,0.1,2021-12-03
0.0,1.5,-3.2,-1.9,16.0,29.5,27144.61,4.55,0.35,0.0,0.0,0.0,3,1013.7,-3.9,2021-12-04
0.6,0.2,-3.8,-2.3,14.6,25.9,11165.75,3.21,0.25,3.0,0.0,0.42,73,1013.0,-3.5,2021-12-05
5.7,0.7,-2.0,-0.5,13.8,23.8,0.0,0.85,0.14,17.0,3.3,1.68,73,1012.0,-1.0,2021-12-06
4.1,1.6,-0.9,0.5,20.2,35.6,0.0,0.98,0.12,17.0,4.0,0.07,71,1009.6,0.2,2021-12-07
3.7,0.0,-1.2,-0.8,21.4,38.2,0.0,0.94,0.12,12.0,3.7,0.0,53,1010.9,-1.4,2021-12-08
1.5,1.5,-0.1,0.6,14.0,24.1,0.0,0.93,0.13,8.0,1.5,0.0,51,1014.1,0.3,2021-12-09
0.4,6.2,1.5,3.8,25.8,45.4,0.0,1.11,0.17,3.0,0.4,0.0,51,1015.1,3.4,2021-12-10
8.0,7.1,5.2,6.2,25.6,45.0,0.0,0.63,0.19,17.0,8.0,0.0,61,1014.2,5.4,2021-12-11
0.2,6.9,2.4,4.8,19.4,36.0,5733.38,2.09,0.24,2.0,0.2,0.0,51,1022.2,4.0,2021-12-12
4.6,2.3,0.8,1.2,13.7,25.9,0.0,0.88,0.17,14.0,4.0,0.42,73,1021.4,0.3,2021-12-13
3.0,0.9,0.3,0.6,12.0,22.3,0.0,0.64,0.16,15.0,0.3,1.89,73,1023.8,-0.2,2021-12-14
0.3,0.5,-1.4,-0.1,15.0,27.4,1460.45,1.91,0.26,3.0,0.0,0.21,71,1025.9,-1.7,2021-12-15
2.6,3.7,-1.9,1.1,17.2,29.9,0.0,0.75,0.15,6.0,2.6,0.0,53,1023.2,0.2,2021-12-16
2.3,3.7,0.7,2.4,20.2,37.8,3600.0,1.13,0.17,13.0,1.8,0.35,73,1016.2,1.5,2021-12-17
